kode_dagri_kec,nama_dagri_kec,kode_bps_deskel,nama_bps_kec,kode_dagri_deskel,nama_bps_kabkot,nama_dagri_kabkot,kode_bps_kec,nama_dagri_deskel,kode_bps_kabkot,nama_bps_deskel,kode_dagri_kabkot
33.03.05,PURBALINGGA,3303060001,PURBALINGGA,33.03.05.1001,PURBALINGGA,KAB. PURBALINGGA,3303060,BOJONG,3303,BOJONG,33.03
33.03.05,PURBALINGGA,3303060002,PURBALINGGA,33.03.05.2002,PURBALINGGA,KAB. PURBALINGGA,3303060,TOYAREJA,3303,TOYAREJA,33.03
33.03.05,PURBALINGGA,3303060003,PURBALINGGA,33.03.05.1003,PURBALINGGA,KAB. PURBALINGGA,3303060,KEDUNGMENJANGAN,3303,KEDUNG MENJANGAN,33.03
33.03.05,PURBALINGGA,3303060004,PURBALINGGA,33.03.05.2004,PURBALINGGA,KAB. PURBALINGGA,3303060,JATISABA,3303,JATISABA,33.03
33.03.05,PURBALINGGA,3303060005,PURBALINGGA,33.03.05.1005,PURBALINGGA,KAB. PURBALINGGA,3303060,BANCAR,3303,BANCAR,33.03
33.03.05,PURBALINGGA,3303060006,PURBALINGGA,33.03.05.1006,PURBALINGGA,KAB. PURBALINGGA,3303060,PURBALINGGA WETAN,3303,PURBALINGGA WETAN,33.03
33.03.05,PURBALINGGA,3303060007,PURBALINGGA,33.03.05.1007,PURBALINGGA,KAB. PURBALINGGA,3303060,PENAMBONGAN,3303,PENAMBONGAN,33.03
33.03.05,PURBALINGGA,3303060008,PURBALINGGA,33.03.05.1008,PURBALINGGA,KAB. PURBALINGGA,3303060,PURBALINGGA KIDUL,3303,PURBALINGGA KIDUL,33.03
33.03.05,PURBALINGGA,3303060009,PURBALINGGA,33.03.05.1009,PURBALINGGA,KAB. PURBALINGGA,3303060,KANDANGGAMPANG,3303,KANDANG GAMPANG,33.03
33.03.05,PURBALINGGA,3303060010,PURBALINGGA,33.03.05.1010,PURBALINGGA,KAB. PURBALINGGA,3303060,PURBALINGGA KULON,3303,PURBALINGGA KULON,33.03
33.03.05,PURBALINGGA,3303060011,PURBALINGGA,33.03.05.1011,PURBALINGGA,KAB. PURBALINGGA,3303060,PURBALINGGA LOR,3303,PURBALINGGA LOR,33.03
33.03.05,PURBALINGGA,3303060012,PURBALINGGA,33.03.05.1012,PURBALINGGA,KAB. PURBALINGGA,3303060,KEMBARAN KULON,3303,KEMBARAN KULON,33.03
33.03.05,PURBALINGGA,3303060013,PURBALINGGA,33.03.05.1013,PURBALINGGA,KAB. PURBALINGGA,3303060,WIRASANA,3303,WIRASANA,33.03
33.03.06,KALIMANAH,3303070001,KALIMANAH,33.03.06.2001,PURBALINGGA,KAB. PURBALINGGA,3303070,JOMPO,3303,JOMPO,33.03
33.03.06,KALIMANAH,3303070002,KALIMANAH,33.03.06.2002,PURBALINGGA,KAB. PURBALINGGA,3303070,RABAK,3303,RABAK,33.03
33.03.06,KALIMANAH,3303070003,KALIMANAH,33.03.06.2003,PURBALINGGA,KAB. PURBALINGGA,3303070,BLATER,3303,BLATER,33.03
33.03.06,KALIMANAH,3303070004,KALIMANAH,33.03.06.2007,PURBALINGGA,KAB. PURBALINGGA,3303070,SIDAKANGEN,3303,SIDAKANGEN,33.03
33.03.06,KALIMANAH,3303070005,KALIMANAH,33.03.06.2008,PURBALINGGA,KAB. PURBALINGGA,3303070,KARANGPETIR,3303,KARANGPETIR,33.03
33.03.06,KALIMANAH,3303070006,KALIMANAH,33.03.06.2010,PURBALINGGA,KAB. PURBALINGGA,3303070,GRECOL,3303,GRECOL,33.03
33.03.06,KALIMANAH,3303070007,KALIMANAH,33.03.06.1011,PURBALINGGA,KAB. PURBALINGGA,3303070,MEWEK,3303,MEWEK,33.03
33.03.06,KALIMANAH,3303070008,KALIMANAH,33.03.06.1012,PURBALINGGA,KAB. PURBALINGGA,3303070,KARANGMANYAR,3303,KARANGMANYAR,33.03
33.03.06,KALIMANAH,3303070009,KALIMANAH,33.03.06.1013,PURBALINGGA,KAB. PURBALINGGA,3303070,KALIKABONG,3303,KALIKABONG,33.03
33.03.06,KALIMANAH,3303070010,KALIMANAH,33.03.06.2014,PURBALINGGA,KAB. PURBALINGGA,3303070,SELABAYA,3303,SELABAYA,33.03
33.03.06,KALIMANAH,3303070011,KALIMANAH,33.03.06.2009,PURBALINGGA,KAB. PURBALINGGA,3303070,KALIMANAH WETAN,3303,KALIMANAH WETAN,33.03
33.03.06,KALIMANAH,3303070012,KALIMANAH,33.03.06.2006,PURBALINGGA,KAB. PURBALINGGA,3303070,KALIMANAH KULON,3303,KALIMANAH KULON,33.03
33.03.06,KALIMANAH,3303070013,KALIMANAH,33.03.06.2004,PURBALINGGA,KAB. PURBALINGGA,3303070,MANDURAGA,3303,MANDURAGA,33.03
33.03.06,KALIMANAH,3303070014,KALIMANAH,33.03.06.2005,PURBALINGGA,KAB. PURBALINGGA,3303070,KARANGSARI,3303,KARANGSARI,33.03
33.03.06,KALIMANAH,3303070015,KALIMANAH,33.03.06.2016,PURBALINGGA,KAB. PURBALINGGA,3303070,KEDUNGWULUH,3303,KEDUNGWULUH,33.03
33.03.06,KALIMANAH,3303070016,KALIMANAH,33.03.06.2015,PURBALINGGA,KAB. PURBALINGGA,3303070,KLAPASAWIT,3303,KLAPASAWIT,33.03
33.03.06,KALIMANAH,3303070017,KALIMANAH,33.03.06.2017,PURBALINGGA,KAB. PURBALINGGA,3303070,BABAKAN,3303,BABAKAN,33.03
33.03.15,PADAMARA,3303080001,PADAMARA,33.03.15.2001,PURBALINGGA,KAB. PURBALINGGA,3303080,KARANGPULE,3303,KARANGPULE,33.03
33.03.15,PADAMARA,3303080002,PADAMARA,33.03.15.2011,PURBALINGGA,KAB. PURBALINGGA,3303080,KALITINGGAR,3303,KALITINGGAR,33.03
33.03.15,PADAMARA,3303080003,PADAMARA,33.03.15.2002,PURBALINGGA,KAB. PURBALINGGA,3303080,SOKAWERA,3303,SOKAWERA,33.03
33.03.15,PADAMARA,3303080004,PADAMARA,33.03.15.2009,PURBALINGGA,KAB. PURBALINGGA,3303080,PADAMARA,3303,PADAMARA,33.03
33.03.15,PADAMARA,3303080005,PADAMARA,33.03.15.2003,PURBALINGGA,KAB. PURBALINGGA,3303080,KARANGJAMBE,3303,KARANGJAMBE,33.03
33.03.15,PADAMARA,3303080006,PADAMARA,33.03.15.2005,PURBALINGGA,KAB. PURBALINGGA,3303080,BOJANEGARA,3303,BOJANEGARA,33.03
33.03.15,PADAMARA,3303080007,PADAMARA,33.03.15.1004,PURBALINGGA,KAB. PURBALINGGA,3303080,KARANGSENTUL,3303,KARANGSENTUL,33.03
33.03.15,PADAMARA,3303080008,PADAMARA,33.03.15.2006,PURBALINGGA,KAB. PURBALINGGA,3303080,GEMURUH,3303,GEMURUH,33.03
33.03.15,PADAMARA,3303080009,PADAMARA,33.03.15.2007,PURBALINGGA,KAB. PURBALINGGA,3303080,DAWUHAN,3303,DAWUHAN,33.03
33.03.15,PADAMARA,3303080010,PADAMARA,33.03.15.2008,PURBALINGGA,KAB. PURBALINGGA,3303080,PRIGI,3303,PRIGI,33.03
33.03.15,PADAMARA,3303080011,PADAMARA,33.03.15.2010,PURBALINGGA,KAB. PURBALINGGA,3303080,PURBAYASA,3303,PURBAYASA,33.03
33.03.15,PADAMARA,3303080012,PADAMARA,33.03.15.2013,PURBALINGGA,KAB. PURBALINGGA,3303080,KARANGGAMBAS,3303,KARANGGAMBAS,33.03
33.03.15,PADAMARA,3303080013,PADAMARA,33.03.15.2012,PURBALINGGA,KAB. PURBALINGGA,3303080,MIPIRAN,3303,MIPIRAN,33.03
33.03.15,PADAMARA,3303080014,PADAMARA,33.03.15.2014,PURBALINGGA,KAB. PURBALINGGA,3303080,KALITINGGAR KIDUL,3303,KALITINGGAR KIDUL,33.03
33.03.07,KUTASARI,3303090001,KUTASARI,33.03.07.2001,PURBALINGGA,KAB. PURBALINGGA,3303090,KARANGLEWAS,3303,KARANGLEWAS,33.03
33.03.07,KUTASARI,3303090002,KUTASARI,33.03.07.2002,PURBALINGGA,KAB. PURBALINGGA,3303090,MUNJUL,3303,MUNJUL,33.03
33.03.07,KUTASARI,3303090003,KUTASARI,33.03.07.2006,PURBALINGGA,KAB. PURBALINGGA,3303090,KARANGKLESEM,3303,KARANGKLESEM,33.03
33.03.07,KUTASARI,3303090004,KUTASARI,33.03.07.2005,PURBALINGGA,KAB. PURBALINGGA,3303090,KUTASARI,3303,KUTASARI,33.03
33.03.07,KUTASARI,3303090005,KUTASARI,33.03.07.2003,PURBALINGGA,KAB. PURBALINGGA,3303090,SUMINGKIR,3303,SUMINGKIR,33.03
33.03.07,KUTASARI,3303090006,KUTASARI,33.03.07.2004,PURBALINGGA,KAB. PURBALINGGA,3303090,MERI,3303,MERI,33.03
33.03.07,KUTASARI,3303090007,KUTASARI,33.03.07.2007,PURBALINGGA,KAB. PURBALINGGA,3303090,KARANGREJA,3303,KARANGREJA,33.03
33.03.07,KUTASARI,3303090008,KUTASARI,33.03.07.2008,PURBALINGGA,KAB. PURBALINGGA,3303090,KARANGAREN,3303,KARANGAREN,33.03
33.03.07,KUTASARI,3303090009,KUTASARI,33.03.07.2009,PURBALINGGA,KAB. PURBALINGGA,3303090,LIMBANGAN,3303,LIMBANGAN,33.03
33.03.07,KUTASARI,3303090010,KUTASARI,33.03.07.2010,PURBALINGGA,KAB. PURBALINGGA,3303090,CENDANA,3303,CENDANA,33.03
33.03.07,KUTASARI,3303090011,KUTASARI,33.03.07.2011,PURBALINGGA,KAB. PURBALINGGA,3303090,CANDIWULAN,3303,CANDIWULAN,33.03
33.03.07,KUTASARI,3303090012,KUTASARI,33.03.07.2012,PURBALINGGA,KAB. PURBALINGGA,3303090,KARANGCEGAK,3303,KARANGCEGAK,33.03
33.03.07,KUTASARI,3303090013,KUTASARI,33.03.07.2013,PURBALINGGA,KAB. PURBALINGGA,3303090,CANDINATA,3303,CANDINATA,33.03
33.03.07,KUTASARI,3303090014,KUTASARI,33.03.07.2014,PURBALINGGA,KAB. PURBALINGGA,3303090,KARANGJENGKOL,3303,KARANGJENGKOL,33.03
33.03.14,BOJONGSARI,3303100001,BOJONGSARI,33.03.14.2001,PURBALINGGA,KAB. PURBALINGGA,3303100,BROBOT,3303,BROBOT,33.03
33.03.14,BOJONGSARI,3303100002,BOJONGSARI,33.03.14.2002,PURBALINGGA,KAB. PURBALINGGA,3303100,GEMBONG,3303,GEMBONG,33.03
33.03.14,BOJONGSARI,3303100003,BOJONGSARI,33.03.14.2003,PURBALINGGA,KAB. PURBALINGGA,3303100,GALUH,3303,GALUH,33.03
33.03.14,BOJONGSARI,3303100004,BOJONGSARI,33.03.14.2004,PURBALINGGA,KAB. PURBALINGGA,3303100,BANJARAN,3303,BANJARAN,33.03
33.03.14,BOJONGSARI,3303100005,BOJONGSARI,33.03.14.2005,PURBALINGGA,KAB. PURBALINGGA,3303100,PATEMON,3303,PATEMON,33.03
33.03.14,BOJONGSARI,3303100006,BOJONGSARI,33.03.14.2006,PURBALINGGA,KAB. PURBALINGGA,3303100,BOJONGSARI,3303,BOJONGSARI,33.03
33.03.14,BOJONGSARI,3303100007,BOJONGSARI,33.03.14.2007,PURBALINGGA,KAB. PURBALINGGA,3303100,KAJONGAN,3303,KAJONGAN,33.03
33.03.14,BOJONGSARI,3303100008,BOJONGSARI,33.03.14.2008,PURBALINGGA,KAB. PURBALINGGA,3303100,KARANGBANJAR,3303,KARANGBANJAR,33.03
33.03.14,BOJONGSARI,3303100009,BOJONGSARI,33.03.14.2009,PURBALINGGA,KAB. PURBALINGGA,3303100,BEJI,3303,BEJI,33.03
33.03.14,BOJONGSARI,3303100010,BOJONGSARI,33.03.14.2010,PURBALINGGA,KAB. PURBALINGGA,3303100,PAGEDANGAN,3303,PAGEDANGAN,33.03
33.03.14,BOJONGSARI,3303100011,BOJONGSARI,33.03.14.2011,PURBALINGGA,KAB. PURBALINGGA,3303100,PEKALONGAN,3303,PEKALONGAN,33.03
33.03.14,BOJONGSARI,3303100012,BOJONGSARI,33.03.14.2012,PURBALINGGA,KAB. PURBALINGGA,3303100,METENGGENG,3303,METENGGENG,33.03
33.03.14,BOJONGSARI,3303100013,BOJONGSARI,33.03.14.2013,PURBALINGGA,KAB. PURBALINGGA,3303100,BUMISARI,3303,BUMISARI,33.03
33.03.08,MREBET,3303110001,MREBET,33.03.08.2001,PURBALINGGA,KAB. PURBALINGGA,3303110,KARANGTURI,3303,KARANGTURI,33.03
33.03.08,MREBET,3303110002,MREBET,33.03.08.2002,PURBALINGGA,KAB. PURBALINGGA,3303110,ONJE,3303,ONJE,33.03
33.03.08,MREBET,3303110003,MREBET,33.03.08.2003,PURBALINGGA,KAB. PURBALINGGA,3303110,SINDANG,3303,SINDANG,33.03
33.03.08,MREBET,3303110004,MREBET,33.03.08.2004,PURBALINGGA,KAB. PURBALINGGA,3303110,TANGKISAN,3303,TANGKISAN,33.03
33.03.08,MREBET,3303110005,MREBET,33.03.08.2005,PURBALINGGA,KAB. PURBALINGGA,3303110,KRADENAN,3303,KRADENAN,33.03
33.03.08,MREBET,3303110006,MREBET,33.03.08.2006,PURBALINGGA,KAB. PURBALINGGA,3303110,LAMBUR,3303,LAMBUR,33.03
33.03.08,MREBET,3303110007,MREBET,33.03.08.2007,PURBALINGGA,KAB. PURBALINGGA,3303110,SELAGANGGENG,3303,SELAGANGGENG,33.03
33.03.08,MREBET,3303110008,MREBET,33.03.08.2008,PURBALINGGA,KAB. PURBALINGGA,3303110,MANGUNEGARA,3303,MANGUNEGARA,33.03
33.03.08,MREBET,3303110009,MREBET,33.03.08.2009,PURBALINGGA,KAB. PURBALINGGA,3303110,KARANGNANGKA,3303,KARANG NANGKA,33.03
33.03.08,MREBET,3303110010,MREBET,33.03.08.2010,PURBALINGGA,KAB. PURBALINGGA,3303110,MREBET,3303,MREBET,33.03
33.03.08,MREBET,3303110011,MREBET,33.03.08.2011,PURBALINGGA,KAB. PURBALINGGA,3303110,BOJONG,3303,BOJONG,33.03
33.03.08,MREBET,3303110012,MREBET,33.03.08.2012,PURBALINGGA,KAB. PURBALINGGA,3303110,SERAYU KARANGANYAR,3303,SERAYU KARANGANYAR,33.03
33.03.08,MREBET,3303110013,MREBET,33.03.08.2013,PURBALINGGA,KAB. PURBALINGGA,3303110,SERAYU LARANGAN,3303,SERAYU LARANGAN,33.03
33.03.08,MREBET,3303110014,MREBET,33.03.08.2014,PURBALINGGA,KAB. PURBALINGGA,3303110,CAMPAKOAH,3303,CAMPAKOAH,33.03
33.03.08,MREBET,3303110015,MREBET,33.03.08.2015,PURBALINGGA,KAB. PURBALINGGA,3303110,PAGERANDONG,3303,PAGER ANDONG,33.03
33.03.08,MREBET,3303110016,MREBET,33.03.08.2016,PURBALINGGA,KAB. PURBALINGGA,3303110,CIPAKU,3303,CIPAKU,33.03
33.03.08,MREBET,3303110017,MREBET,33.03.08.2017,PURBALINGGA,KAB. PURBALINGGA,3303110,BINANGUN,3303,BINANGUN,33.03
33.03.08,MREBET,3303110018,MREBET,33.03.08.2018,PURBALINGGA,KAB. PURBALINGGA,3303110,PENGALUSAN,3303,PENGALUSAN,33.03
33.03.08,MREBET,3303110019,MREBET,33.03.08.2019,PURBALINGGA,KAB. PURBALINGGA,3303110,SANGKANAYU,3303,SANGKANAYU,33.03
33.03.09,BOBOTSARI,3303120001,BOBOTSARI,33.03.09.2001,PURBALINGGA,KAB. PURBALINGGA,3303120,GANDASULI,3303,GANDASULI,33.03
33.03.09,BOBOTSARI,3303120002,BOBOTSARI,33.03.09.2002,PURBALINGGA,KAB. PURBALINGGA,3303120,KALAPACUNG,3303,KALAPACUNG,33.03
33.03.09,BOBOTSARI,3303120003,BOBOTSARI,33.03.09.2003,PURBALINGGA,KAB. PURBALINGGA,3303120,KARANGMALANG,3303,KARANGMALANG,33.03
33.03.09,BOBOTSARI,3303120004,BOBOTSARI,33.03.09.2004,PURBALINGGA,KAB. PURBALINGGA,3303120,BANJARSARI,3303,BANJARSARI,33.03
33.03.09,BOBOTSARI,3303120005,BOBOTSARI,33.03.09.2005,PURBALINGGA,KAB. PURBALINGGA,3303120,MAJAPURA,3303,MAJAPURA,33.03
33.03.09,BOBOTSARI,3303120006,BOBOTSARI,33.03.09.2006,PURBALINGGA,KAB. PURBALINGGA,3303120,BOBOTSARI,3303,BOBOTSARI,33.03
33.03.09,BOBOTSARI,3303120007,BOBOTSARI,33.03.09.2007,PURBALINGGA,KAB. PURBALINGGA,3303120,KARANGDUREN,3303,KARANGDUREN,33.03
33.03.09,BOBOTSARI,3303120008,BOBOTSARI,33.03.09.2008,PURBALINGGA,KAB. PURBALINGGA,3303120,PAKUNCEN,3303,PAKUNCEN,33.03
33.03.09,BOBOTSARI,3303120009,BOBOTSARI,33.03.09.2009,PURBALINGGA,KAB. PURBALINGGA,3303120,KARANGTALUN,3303,KARANGTALUN,33.03
33.03.09,BOBOTSARI,3303120010,BOBOTSARI,33.03.09.2010,PURBALINGGA,KAB. PURBALINGGA,3303120,GUNUNGKARANG,3303,GUNUNGKARANG,33.03
33.03.09,BOBOTSARI,3303120011,BOBOTSARI,33.03.09.2011,PURBALINGGA,KAB. PURBALINGGA,3303120,TALAGENING,3303,TALAGENING,33.03
33.03.09,BOBOTSARI,3303120012,BOBOTSARI,33.03.09.2012,PURBALINGGA,KAB. PURBALINGGA,3303120,TLAGAYASA,3303,TLAGAYASA,33.03
33.03.09,BOBOTSARI,3303120013,BOBOTSARI,33.03.09.2013,PURBALINGGA,KAB. PURBALINGGA,3303120,DAGAN,3303,DAGAN,33.03
33.03.09,BOBOTSARI,3303120015,BOBOTSARI,33.03.09.2015,PURBALINGGA,KAB. PURBALINGGA,3303120,LIMBASARI,3303,LIMBASARI,33.03
33.03.09,BOBOTSARI,3303120016,BOBOTSARI,33.03.09.2014,PURBALINGGA,KAB. PURBALINGGA,3303120,PALUMBUNGAN,3303,PALUMBUNGAN,33.03
33.03.09,BOBOTSARI,3303120017,BOBOTSARI,33.03.09.2016,PURBALINGGA,KAB. PURBALINGGA,3303120,PALUMBUNGAN WETAN,3303,PALUMBUNGAN WETAN,33.03
33.03.10,KARANGREJA,3303130001,KARANGREJA,33.03.10.2001,PURBALINGGA,KAB. PURBALINGGA,3303130,SERANG,3303,SERANG,33.03
33.03.10,KARANGREJA,3303130002,KARANGREJA,33.03.10.2002,PURBALINGGA,KAB. PURBALINGGA,3303130,KUTABAWA,3303,KUTABAWA,33.03
33.03.10,KARANGREJA,3303130003,KARANGREJA,33.03.10.2003,PURBALINGGA,KAB. PURBALINGGA,3303130,SIWARAK,3303,SIWARAK,33.03
33.03.10,KARANGREJA,3303130004,KARANGREJA,33.03.10.2004,PURBALINGGA,KAB. PURBALINGGA,3303130,TLAHAB LOR,3303,TLAHAB LOR,33.03
33.03.10,KARANGREJA,3303130005,KARANGREJA,33.03.10.2005,PURBALINGGA,KAB. PURBALINGGA,3303130,TLAHAB KIDUL,3303,TLAHAB KIDUL,33.03
33.03.10,KARANGREJA,3303130006,KARANGREJA,33.03.10.2006,PURBALINGGA,KAB. PURBALINGGA,3303130,KARANGREJA,3303,KARANGREJA,33.03
33.03.10,KARANGREJA,3303130007,KARANGREJA,33.03.10.2007,PURBALINGGA,KAB. PURBALINGGA,3303130,GONDANG,3303,GONDANG,33.03
33.03.17,KARANGJAMBU,3303131001,KARANGJAMBU,33.03.17.2002,PURBALINGGA,KAB. PURBALINGGA,3303131,SIRANDU,3303,SIRANDU,33.03
33.03.17,KARANGJAMBU,3303131002,KARANGJAMBU,33.03.17.2001,PURBALINGGA,KAB. PURBALINGGA,3303131,PURBASARI,3303,PURBASARI,33.03
33.03.17,KARANGJAMBU,3303131003,KARANGJAMBU,33.03.17.2003,PURBALINGGA,KAB. PURBALINGGA,3303131,KARANGJAMBU,3303,KARANGJAMBU,33.03
33.03.17,KARANGJAMBU,3303131004,KARANGJAMBU,33.03.17.2004,PURBALINGGA,KAB. PURBALINGGA,3303131,SANGUWATANG,3303,SANGUWATANG,33.03
33.03.17,KARANGJAMBU,3303131005,KARANGJAMBU,33.03.17.2005,PURBALINGGA,KAB. PURBALINGGA,3303131,JINGKANG,3303,JINGKANG,33.03
33.03.17,KARANGJAMBU,3303131006,KARANGJAMBU,33.03.17.2006,PURBALINGGA,KAB. PURBALINGGA,3303131,DANASARI,3303,DANASARI,33.03
33.03.11,KARANGANYAR,3303140001,KARANGANYAR,33.03.11.2014,PURBALINGGA,KAB. PURBALINGGA,3303140,KALIORI,3303,KALIORI,33.03
33.03.11,KARANGANYAR,3303140005,KARANGANYAR,33.03.11.2013,PURBALINGGA,KAB. PURBALINGGA,3303140,KALIJARAN,3303,KALIJARAN,33.03
33.03.11,KARANGANYAR,3303140006,KARANGANYAR,33.03.11.2010,PURBALINGGA,KAB. PURBALINGGA,3303140,KARANGANYAR,3303,KARANGANYAR,33.03
33.03.11,KARANGANYAR,3303140007,KARANGANYAR,33.03.11.2012,PURBALINGGA,KAB. PURBALINGGA,3303140,BANJARKERTA,3303,BANJARKERTA,33.03
33.03.11,KARANGANYAR,3303140008,KARANGANYAR,33.03.11.2006,PURBALINGGA,KAB. PURBALINGGA,3303140,KARANGGEDANG,3303,KARANGGEDANG,33.03
33.03.11,KARANGANYAR,3303140009,KARANGANYAR,33.03.11.2007,PURBALINGGA,KAB. PURBALINGGA,3303140,KABUNDERAN,3303,KABUNDERAN,33.03
33.03.11,KARANGANYAR,3303140010,KARANGANYAR,33.03.11.2008,PURBALINGGA,KAB. PURBALINGGA,3303140,JAMBUDESA,3303,JAMBUDESA,33.03
33.03.11,KARANGANYAR,3303140016,KARANGANYAR,33.03.11.2009,PURBALINGGA,KAB. PURBALINGGA,3303140,MARIBAYA,3303,MARIBAYA,33.03
33.03.11,KARANGANYAR,3303140017,KARANGANYAR,33.03.11.2004,PURBALINGGA,KAB. PURBALINGGA,3303140,BUNGKANEL,3303,BUNGKANEL,33.03
33.03.11,KARANGANYAR,3303140018,KARANGANYAR,33.03.11.2005,PURBALINGGA,KAB. PURBALINGGA,3303140,LUMPANG,3303,LUMPANG,33.03
33.03.11,KARANGANYAR,3303140019,KARANGANYAR,33.03.11.2002,PURBALINGGA,KAB. PURBALINGGA,3303140,BUARA,3303,BUARA,33.03
33.03.11,KARANGANYAR,3303140020,KARANGANYAR,33.03.11.2003,PURBALINGGA,KAB. PURBALINGGA,3303140,BRAKAS,3303,BRAKAS,33.03
33.03.11,KARANGANYAR,3303140021,KARANGANYAR,33.03.11.2001,PURBALINGGA,KAB. PURBALINGGA,3303140,PONJEN,3303,PONJEN,33.03
33.03.18,KERTANEGARA,3303141001,KERTANEGARA,33.03.18.2011,PURBALINGGA,KAB. PURBALINGGA,3303141,MERGASANA,3303,MERGASANA,33.03
33.03.18,KERTANEGARA,3303141002,KERTANEGARA,33.03.18.2010,PURBALINGGA,KAB. PURBALINGGA,3303141,KERTANEGARA,3303,KERTANEGARA,33.03
33.03.18,KERTANEGARA,3303141003,KERTANEGARA,33.03.18.2008,PURBALINGGA,KAB. PURBALINGGA,3303141,KASIH,3303,KASIH,33.03
33.03.18,KERTANEGARA,3303141004,KERTANEGARA,33.03.18.2009,PURBALINGGA,KAB. PURBALINGGA,3303141,KARANGTENGAH,3303,KARANG TENGAH,33.03
33.03.18,KERTANEGARA,3303141005,KERTANEGARA,33.03.18.2007,PURBALINGGA,KAB. PURBALINGGA,3303141,CONDONG,3303,CONDONG,33.03
33.03.18,KERTANEGARA,3303141006,KERTANEGARA,33.03.18.2006,PURBALINGGA,KAB. PURBALINGGA,3303141,KARANGPUCUNG,3303,KARANGPUCUNG,33.03
33.03.18,KERTANEGARA,3303141007,KERTANEGARA,33.03.18.2005,PURBALINGGA,KAB. PURBALINGGA,3303141,KARANGASEM,3303,KARANGASEM,33.03
33.03.18,KERTANEGARA,3303141008,KERTANEGARA,33.03.18.2004,PURBALINGGA,KAB. PURBALINGGA,3303141,ADIARSA,3303,ADIARSA,33.03
33.03.18,KERTANEGARA,3303141009,KERTANEGARA,33.03.18.2003,PURBALINGGA,KAB. PURBALINGGA,3303141,LANGKAP,3303,LANGKAP,33.03
33.03.18,KERTANEGARA,3303141010,KERTANEGARA,33.03.18.2002,PURBALINGGA,KAB. PURBALINGGA,3303141,DARMA,3303,DARMA,33.03
33.03.18,KERTANEGARA,3303141011,KERTANEGARA,33.03.18.2001,PURBALINGGA,KAB. PURBALINGGA,3303141,KRANGEAN,3303,KRANGEAN,33.03
33.03.12,KARANGMONCOL,3303150001,KARANGMONCOL,33.03.12.2001,PURBALINGGA,KAB. PURBALINGGA,3303150,KARANGSARI,3303,KARANGSARI,33.03
33.03.12,KARANGMONCOL,3303150002,KARANGMONCOL,33.03.12.2002,PURBALINGGA,KAB. PURBALINGGA,3303150,PEPEDAN,3303,PEPEDAN,33.03
33.03.12,KARANGMONCOL,3303150003,KARANGMONCOL,33.03.12.2003,PURBALINGGA,KAB. PURBALINGGA,3303150,PEKIRINGAN,3303,PEKIRINGAN,33.03
33.03.12,KARANGMONCOL,3303150004,KARANGMONCOL,33.03.12.2004,PURBALINGGA,KAB. PURBALINGGA,3303150,GRANTUNG,3303,GRANTUNG,33.03
33.03.12,KARANGMONCOL,3303150005,KARANGMONCOL,33.03.12.2005,PURBALINGGA,KAB. PURBALINGGA,3303150,RAJAWANA,3303,RAJAWANA,33.03
33.03.12,KARANGMONCOL,3303150006,KARANGMONCOL,33.03.12.2006,PURBALINGGA,KAB. PURBALINGGA,3303150,TAJUG,3303,TAJUG,33.03
33.03.12,KARANGMONCOL,3303150007,KARANGMONCOL,33.03.12.2007,PURBALINGGA,KAB. PURBALINGGA,3303150,TAMANSARI,3303,TAMANSARI,33.03
33.03.12,KARANGMONCOL,3303150008,KARANGMONCOL,33.03.12.2008,PURBALINGGA,KAB. PURBALINGGA,3303150,BALERAKSA,3303,BALERAKSA,33.03
33.03.12,KARANGMONCOL,3303150009,KARANGMONCOL,33.03.12.2009,PURBALINGGA,KAB. PURBALINGGA,3303150,TUNJUNGMULI,3303,TUNJUNGMULI,33.03
33.03.12,KARANGMONCOL,3303150010,KARANGMONCOL,33.03.12.2010,PURBALINGGA,KAB. PURBALINGGA,3303150,KRAMAT,3303,KRAMAT,33.03
33.03.12,KARANGMONCOL,3303150011,KARANGMONCOL,33.03.12.2011,PURBALINGGA,KAB. PURBALINGGA,3303150,SIRAU,3303,SIRAU,33.03
33.03.13,REMBANG,3303160001,REMBANG,33.03.13.2001,PURBALINGGA,KAB. PURBALINGGA,3303160,WLAHAR,3303,WLAHAR,33.03
33.03.13,REMBANG,3303160002,REMBANG,33.03.13.2002,PURBALINGGA,KAB. PURBALINGGA,3303160,BANTARBARANG,3303,BANTARBARANG,33.03
33.03.13,REMBANG,3303160003,REMBANG,33.03.13.2003,PURBALINGGA,KAB. PURBALINGGA,3303160,KARANGBAWANG,3303,KARANGBAWANG,33.03
33.03.13,REMBANG,3303160004,REMBANG,33.03.13.2004,PURBALINGGA,KAB. PURBALINGGA,3303160,GUNUNGWULED,3303,GUNUNGWULED,33.03
33.03.13,REMBANG,3303160005,REMBANG,33.03.13.2005,PURBALINGGA,KAB. PURBALINGGA,3303160,LOSARI,3303,LOSARI,33.03
33.03.13,REMBANG,3303160006,REMBANG,33.03.13.2006,PURBALINGGA,KAB. PURBALINGGA,3303160,BODASKARANGJATI,3303,BODAS KARANGJATI,33.03
33.03.13,REMBANG,3303160007,REMBANG,33.03.13.2007,PURBALINGGA,KAB. PURBALINGGA,3303160,WANOGARA WETAN,3303,WANOGARA WETAN,33.03
